Tweet,emociones_merged
I seriously miss #ahsaftershow with @trixiemattel and @TheRealEdHansen. I need to talk about the mamasitas and the hunks of horror.,"['disgust', 'sadness']"
"Ready for that nice, breezy, calm, sunshine weather.🍂🍁 #Autumn","['joy', 'optimism']"
"People want me to go pine ridge, little wound or Oelrichs. Starting to think about transferring but I wanna stay at cloud. Decisions man.",optimism
"The best #revenge is to move on, get over it, and continue to #succeed. Never give someone the #satisfaction of watching you #suffer....!!!","['anger', 'joy', 'optimism']"
I genuinely think I have anger issues,"['anger', 'disgust']"
having a pet store worker ask 'do you want to play with them?' is the most exhilarating feeling,"['anticipation', 'joy']"
Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values,"['anger', 'anticipation']"
"Update: I have yet to hang out with @MisElizaJane, but I'm still hopeful! ",optimism
@twinfjournal @TwinningLife111 @KCtwinflame @TFUnion1111 @Para_Priestess @cupidpoetry I went thru the same thing yesterday #panic better2day,"['disgust', 'fear']"
"Be happy not because everything is good, but because you can see the good side of everything ","['joy', 'optimism']"
"says, who are you to compared me with the others; I'm just human. #lit #fire #burning","['anger', 'disgust', 'sadness']"
Watch this amazing live.ly broadcast by @rosannahill #lively #musically,"['joy', 'love']"
Chart music is pretty much ALL the same.. #horrific,"['anger', 'disgust', 'fear']"
Dreams dashed and divided like million stars in the night sky.,"['pessimism', 'sadness']"
Drop Snapchat names #bored  #swap #pics,"['anticipation', 'disgust', 'sadness']"
"I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's not","['anger', 'disgust']"
If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees ,"['anticipation', 'optimism']"
"So Mary Berry, Mel and Sue have gone with their principles, and @PaulHollywood  has gone with the fame and fortune. #GBBO  #depressing","['fear', 'pessimism', 'sadness']"
Beats is accurately all-powerful with respect to high-quality high-frequency speaker in re the extra desolate relating to fire-ea:…,[]
Get to work and there's a fire drill. #fire  #outthere #inthedark,"['anger', 'disgust']"
resentment is rlly my shit.,"['anger', 'disgust']"
@St8edge4life88 eh well i can do the sting vs cactus loser leaves wcw match at bash at the beach lol,joy
Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.,optimism
A nation with a large part of the population living in #fear  of the police is neither #great nor #free  - it's actually a #fascist  nation,"['anger', 'disgust', 'fear']"
"@ExaltedChampion - the jest, Kara didn't chuckle, instead her baby blues were narrowed in on Adam like a warning. If his brain /wasn't/ -",[]
@ditzkoff @jpodhoretz There’s not a metaphor in the world that will get at the hilarity of jpod pronouncing on humor.,"['joy', 'optimism']"
"@smendler (1) Watch out for memes &amp; statements designed to make you feel outrage, but that don't give you anything to *do* about situation","['anger', 'disgust']"
&amp; I'll actually shoot somebody if I have to not just draw down or expose it to somebody to scare them 😮#Charles,"['anger', 'disgust', 'fear', 'sadness']"
"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. ","['anticipation', 'optimism']"
@GriffinBowie23 @AliMcClimond sorry to #offend u griffin!!,sadness
"Imagine how sad LA fans are gona be when they get eliminated...Man that's gonna be Nirvana, a religious experience rejoicing in their misery","['anticipation', 'joy', 'sadness']"
"Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help 😂😂 #girlfriends #happy","['joy', 'love', 'optimism']"
Follow up. Follow through. Be . #success,"['joy', 'love', 'optimism']"
Repeal/remove the 'Johnson Amendment'. It is a direct affront to the First Amendment of the Constitution.,"['anger', 'disgust']"
@BillSwindell @DePauwU @dick_nixon I was having breakfast when I seen this?! I blew my cereal in the #sink!!,"['anger', 'disgust']"
Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival!  #murraymcdavid #whisky #drams,"['anticipation', 'joy', 'optimism']"
@EmilySmissaert @navinrmal it's a shocking revelation!!!!,"['anger', 'anticipation', 'disgust', 'fear', 'sadness', 'surprise']"
All I ever wanted was a chance. I'm so psyched to start this new chapter! #newbeginnings #timetoprovemyself #morethanready,"['anticipation', 'joy', 'optimism']"
whenever I put 'I wanna be adored' on my brother alwayss sings 'I wanna be a dog' instead just to irritate me,"['anger', 'disgust', 'sadness']"
"@Darren_Hammer amen, nothing personal mate, just tired of all of the complaining from our fans, it's Been a relentless tirade of misery","['anger', 'disgust', 'sadness']"
"@DayveeSutton BIG thank you for liking my little Pumpkin  :)  She's the smallest of my 4, but is very playful &amp; wakes me up most mornings.","['joy', 'love', 'optimism']"
Learning how to use twitter #lost,"['anticipation', 'fear', 'sadness']"
angry already,anger
@scdesc Yup. And Val basically ignoring the recipe. I'm just done. I keep bursting into laughter x,"['joy', 'optimism', 'surprise']"
What a horrible track lakeside is 😳😳😴😴,"['anger', 'disgust']"
@Chic_Happens_ @Sean_Okeeffe1 @royalmusing I dread the comparisons to Queen Máxima. Guarantee I will lose followers when that happens.,"['disgust', 'fear', 'pessimism']"
Try to find the good in the negative. The negative can turn out to be good.\n #anxietyrelief  #openminded,optimism
@LeeJarvis10 can't be following u pal he's smiling,"['joy', 'optimism']"
"@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO #hilarious",joy
@The40Bar See you all October 8th. @WreckinSO is ready to tear it up #keeptalkin #wreckinso #the40 #brandonmanitoba #country #rock #blues,"['anticipation', 'joy']"
"Sharpened a pencil today, haven't sharpened once since 1999. ✏️ #exhilarating",joy
"@MasterTomTheDom  I hate winter, I dread it's arrival.","['anger', 'disgust', 'fear', 'sadness']"
The object of literature is to make man a wiser and happier being. The poet makes us happy because he tells us how we may become so.,"['joy', 'optimism', 'trust']"
"i love those #memories that randomly pop\ninto my head , have me #smiling like an\n#idiot for ages 󾌴",joy
This whole #VanRE + extradition might turn into a Pandora's box. JT has no idea about that murky corrupt guanxi in China; Toad vs Dada ;-),disgust
My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help ,disgust
"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT) #terror #TRUMP #FAIL","['disgust', 'fear', 'sadness']"
me: loves being the center of attention in every way\nalso me: gets nervous to talk in front of class,"['fear', 'joy', 'sadness']"
chirp chirp! what a beautiful white and red bird! 🐦,"['joy', 'love', 'optimism', 'surprise']"
Mary Berry and her reign of terror,fear
"I forgot my hair straightner home, I'm feeling lost without it... #lost #lostWithoutMyHairStraightener","['anger', 'disgust', 'pessimism', 'sadness']"
".@monsoonuk Ordered before 10pm last night, paid for next day. Didn't bother to fufill order. Now 14 working days for a refund! ","['anger', 'disgust']"
Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n #tears  #moretears,"['joy', 'love']"
"Sometimes people leave you halfway through the wood. Do not let it grieve you, no one leaves for good. #youarenotalone #nooneisalone","['optimism', 'sadness', 'trust']"
Chalk dance notation entree manchester inasmuch as corinthian products that discourage drag branding: ARwuEVfqv,sadness
This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between.,"['anger', 'disgust', 'sadness']"
"@noveliciouss OMG, that's such a beautiful quote. #breathless #amwriting","['joy', 'love', 'optimism', 'surprise']"
I'm ready for October. Cooler weather and more #horror flicks on TV.,"['anticipation', 'fear', 'joy', 'optimism']"
"her fingers slide along your thighs, caressing the skin before she's leaning down, down, down and the first lick is teasing n playful.","['joy', 'love']"
Watch this amazing live.ly broadcast by @broitzmax #lively #musically,"['joy', 'love']"
@Owlman2011 @charitypricey @jon_newsome @PRAWNSANDOWl @smith_alister @MikeConnelly9 average 22000 for the massif... ,"['anticipation', 'joy']"
@Lillie_Billy don't worry me and my mans @JJB1Owens gave him a piece of our mind,"['anger', 'joy', 'optimism']"
why are people so angry toward veggie burgers at in n out wtf,"['anger', 'disgust', 'surprise']"
Season 3 and Charlie is still a prick! #lost,"['anger', 'disgust', 'sadness']"
Guys! Read my #fanfiction if you like #lost and #housemd I have one of each #tvshow -link in bio!,[]
I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character.,"['love', 'optimism', 'trust']"
What the fuck is he even doing ? He should be off that's fucking horrific !,"['anger', 'disgust']"
"@DiscordianKitty He has charisma? I guess, if you like people who looked coked out and speak as if they're a school bully?","['anger', 'disgust']"
@EASPORTSFIFA EA sports technical support team really suprised me 😊 SUPRISED ME AT HOW SHIT THEY WERE #awful,"['anger', 'disgust', 'pessimism', 'sadness', 'surprise']"
new tires &amp; an alarm system on my car. fwm now!,"['joy', 'optimism', 'surprise']"
"@katethecursed @shannonrdk LOL this day is too gloomy for being people, should've canceled and stayed in bed","['disgust', 'fear', 'joy', 'sadness']"
is it an insult or compliment to be told i look like a really happy duck,joy
If I had a little bit of extra money I would blow the whole paycheck and go to one of the two of @KygoMusic's concerts in LA. #serious,optimism
"I've watched @ScreamQueens' 2nd Season's 1st episode twice already. And here I am, still joyful, planning on watching it again.","['anticipation', 'joy', 'love']"
"How could such a crooked,stuck up,delusional,dim&amp; #dark hearted dud be surprised losing&amp;prob also ppl won't let their crimes drop! #nwo imo","['anger', 'disgust', 'fear', 'sadness']"
@sreeniv51294598 hahaha dear d not worry discuss,"['joy', 'optimism', 'trust']"
@jackmegawphoto what if lives are attached to real estate? Shall I come trash your cameras because I'm angry with what your race is doing?,"['anger', 'disgust']"
"Should I give the windy tiger those ankle and wrist tapes? I didn't include any character-specific details in the burning fox, so...","['anger', 'disgust']"
Last night my stomach was hurting and today I have a horrible headache. I can never win,"['fear', 'pessimism', 'sadness']"
We floated like butterflies. Now you sting like bees!',"['disgust', 'joy']"
@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things. #sad,"['disgust', 'pessimism', 'sadness']"
I really wish my road rage wasn't so damn bad lmaooooo,"['anger', 'disgust', 'joy', 'optimism', 'pessimism']"
I want to slide into the dms but im too fucking shy ,"['anger', 'fear', 'pessimism', 'sadness']"
If I was friends with me I'd hate me SO MUCH with the amount I bully them,"['anger', 'disgust', 'sadness']"
@victoriarghhh not mad but tilting? slightly irate? is that cool?,anger
"@BIGGKATZ BUT arms (focused rage) is overpowered, it will be getting nerfed. It'll still be stronger than fury though",anger
Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do #dread,"['anger', 'disgust', 'fear', 'sadness']"
Watch this amazing live.ly broadcast by @arbitraryvlog #lively #musically,joy
"I'm not afraid to love, I'm afraid of not being loved back.","['fear', 'sadness']"
"@shimian lol. DK has actually dropped from top of the table, surprisingly Arms Warrior is top of the DPS at the moment ",surprise
"@justyne_haley it does. if one person ruins season 13 for me, I will be so angry","['anger', 'disgust']"
White people irritate me.,"['anger', 'disgust']"
@kwelbyroberts they will come and you will rejoice at their arrival.,"['joy', 'optimism']"
@bear_ing you asshole... you made me sexually attacked to a animated bear :-P,"['anger', 'disgust', 'joy']"
@GuardianAus @Paul_Karp Maybe 49% support no #Muslim immigration cos they perceive the risk of #Islamist ideology &amp; #terrorism as too high?,fear
British humour should offend and challenge mainstream views. Hat off to Clarkeson. The ultra left should go and kneel before Allah!!,[]
@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol ,joy
"I took a yr off school and I'm proud to say I got accepted again, yo girl is going to finish! ","['anticipation', 'joy', 'love', 'optimism']"
"@darwinwatersons @pennyfitzger31 @gumballwatter15 ok but why tomorrow a horrible day, my day was great!","['joy', 'optimism']"
@HannahFJames I'm distraught! 😭 Candice and her pout can piss off,"['anger', 'disgust', 'sadness']"
@JohnRMoffitt This is the most grim piece of laughter I was stricken with all day.,"['joy', 'sadness']"
As usual disappointing #offense by @HoustonTexans ...#Texans,"['anger', 'disgust', 'pessimism', 'sadness']"
@LidlUK Just bought a pack of two medallion beef steaks. Got home. Cooked them. One steak is 100% pork. I had one unhappy mother. 🐮🐷,"['anger', 'sadness']"
Watch this amazing live.ly broadcast by @broitzmax  #musically,"['anticipation', 'joy', 'optimism', 'surprise', 'trust']"
Recommended reading: Prisoners of Hate by Aaron Beck #anger,anger
@Dak2future decorations are up all over Jersey already #outrage,"['anger', 'disgust']"
not to be That Person™ but i get bitter seeing some ravi stans,"['anger', 'disgust']"
I got so much fan's on here! Y'all and vixx keep me smiling ❤❤❤,"['joy', 'love']"
Unmatched Party Specialist /co @T3RevNeverEnd #serious #job #titles,sadness
thank you for finding this @ @afcEnes coy,"['joy', 'optimism', 'trust']"
Come on girl shake that ass for me,"['anticipation', 'joy']"
"After soul searching, I'd like to announce that I've chosen @chrissyteigen &amp; @nicolerichie to be my adopted sisters due to their hilarity","['joy', 'love', 'optimism']"
Hi guys! I now do lessons via Skype! Contact me for more info. #skype #lesson #basslessons #teacher #free lesson #music #groove #rock #blues,"['anticipation', 'joy']"
"I believe the work I do is meaningful; my clients would agree but at the end of the day, I feel like a pawn, lost in this chaotic world.","['pessimism', 'sadness']"
@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather #bully,"['anger', 'disgust', 'sadness']"
Hey all you white people out there; are you #offended when people refer to you as a Cock Asian? #NoSeriously,"['anger', 'disgust']"
@Koishiteruze she was scare not knowing what to do,fear
@gingermckchav @MichCorsilles @ArevaMartin @HarvardBLSA @ShareblueMedia Apparently nothing like the terror cops have of black people.,"['anger', 'disgust', 'fear']"
And thus begins my 2 week holiday! 😏😏\n#holiday #cheering #ghastinoir #rest,joy
"@AllegedLowbrow It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows","['anger', 'disgust', 'optimism', 'trust']"
i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be. ,"['anticipation', 'fear', 'pessimism']"
It's not #dread. It's called #Locks,"['fear', 'optimism']"
"@crowder_rachel @LillieGregg she's famous now, begged a living of some mugs fame! Work shy freeloader. Deserves it all","['anticipation', 'joy', 'optimism', 'trust']"
#Always #borrow #money from a #pessimist. He won't #expect it #back.,pessimism
Today was horrible and it was only half a day,"['anger', 'disgust', 'fear']"
i wanna passion and fear,"['fear', 'pessimism']"
"Wine drunk is the worst version of myself ffs, don't even remember seeing basshunter #shocking",surprise
"@cstonehoops Gonzaga not listed in the article but at 65/1 they have tremendous value, they are top10 team for sure, got everything you want","['joy', 'optimism']"
happiness is... not having to set the alarm clock for the next day,"['joy', 'optimism']"
"Are you lost in the fury, fearing that you'll fail?","['disgust', 'fear', 'pessimism']"
The @Orioles are in contention and hosting @RedSox nation and Camden is empty ,"['anticipation', 'disgust', 'pessimism', 'sadness', 'surprise']"
After spending £450 @Debenhams I was offered a £5 voucher. I asked if I could spend it at weekend? Was told 'no valid today only' #unhappy,"['anger', 'disgust', 'sadness']"
How was Natalie one of the top three favorites?! #toofaced and #bitter 🙄,"['anger', 'disgust']"
@EagleGiles23 @tgilmore_92 what I miss? ,sadness
"@SussexMistress @sarahb45 @MsEvilyne @MissJessicaWood I'd be perched on that, unfortunately wrapped in heavy chains! #sink...","['disgust', 'pessimism', 'sadness']"
Still can't log into my fucking Snapchat #Snapchat ,"['anger', 'disgust']"
I don't want perfect. It's too boring and dull.,optimism
Cam cannot be serious with that IG post and that stupid ass font he uses. Would've been better to just say nothing.,"['anger', 'disgust']"
My soul is weary of fighting the battles in this world. #BlackInAmerica #WeAreNotSafe,"['anger', 'disgust', 'fear', 'pessimism', 'sadness']"
"@jaybusbee Well, not Archie. No offense but he's kinda old.",anger
"Approaching #terrorism from an anti-racism POV is futile, instead promote prejudice towards racism. That way we are all on the battlefield.","['anger', 'pessimism']"
"@JackEvans711, you are the best Whiney Jerkass Heel since @IAmJericho's heyday in WCW. \n #LuchaUnderground","['anticipation', 'joy', 'love', 'optimism']"
I love when @pinksaltwarrior angry tweets bc it makes me laugh but also hate it bc it makes me miss her more,"['joy', 'love', 'sadness']"
@Shahid3011 don't tweet shit like this! It'll come back and haunt you like your other ones 😭😂,anger
•My brother grabbed me in a aggressive manner and as always @ImpetuousFiend threw tantrums like a kid only knowing how to express himself--,"['anger', 'joy']"
@kateracculia @themathofyou It's true! I reverse-engineered the drink. It's a scientific method. I hear it's all the rage.,"['anger', 'joy', 'optimism']"
"your outrage (your tweets, your jokes, your attention) is *exactly* what M*lo wants\n\n(this is not meant as a defense)",anger
"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx.  #KGB #G-town #fury","['anger', 'disgust']"
"Absolutely raging at the changes to CAS, what a joke","['anger', 'disgust']"
Been waiting all week for this game ❤️❤️❤️ #cheer #friday ❤️,"['anticipation', 'joy', 'optimism']"
"Please bear with me, I'm not Twitter savvy😝 in real life I'm a Facebook person. Help me gain followers 🤓#blog #selfhelp #depression","['pessimism', 'sadness']"
@bldmovs sadly beautiful photo.,"['joy', 'love', 'optimism', 'sadness']"
But uncle buck is on tho . #UncleBuck #hilarious,"['joy', 'optimism']"
.@LEAFYSZERKER @markiplier is that an insult? Sounds like a job well done. it's red so it's done the job it was suppose to do #justsaying,"['anger', 'surprise']"
@carefreeash_ id be fuming,"['anger', 'disgust']"
On the way to Laser Vista ... lens implantation ... #LaserVista #nervous #happy,"['fear', 'joy', 'optimism']"
The #500thTest match would have be a T20 or an ODI if @virendersehwag @B_McCullum42 been in their National Colors #nightmare #hitter  @BCCI,"['disgust', 'fear', 'sadness']"
Just because I'm hurting \nDoesn't mean I'm hurt \nDoesn't mean I didn't get \nWhat I deserved \nNo better and no worse #lost  @coldplay,"['anger', 'optimism', 'sadness']"
wanna go home and focus up on this game . Don't wanna rage at all,"['joy', 'optimism']"
"God just replaced my sadness with laughter, can't go the whole day sad ...","['joy', 'optimism', 'sadness']"
@TheRachelFisher i've seen a bunch of that on another twitter feed and I remember you had an opinion on it #shocking,"['disgust', 'surprise']"
my haters are like crickets. they chirp all day but when I walk past them they shut the fuck up.- @DritaDavanzo (my idol),"['anger', 'anticipation', 'disgust']"
Just rough situations all around for Schalke and Werder Bremen to start the campaign. Bremen dashed late with a new manager. Both with 0.,anticipation
this girl at my new school is so pretty i am #intimidated,"['fear', 'joy', 'optimism']"
The most important thing to #bestrong is to hold your  #thoughts,"['joy', 'optimism', 'trust']"
I have no clue where my charger is... #lost,"['fear', 'sadness']"
Before revenge you feel good after revenge you feel worse 💯 @HillaryClinton,"['anger', 'disgust', 'optimism']"
"@Nekudere oh ok, yeah I felt dumb like I think I would have known if it was animated at least lmao",joy
When you break a record in #madden I wish it didn't say the same shit after every rush like you just broke the record. #shutupphilsimms,"['anger', 'disgust']"
The Apocalypse has hit our gym and it's  nothing what I thought it would be...\n\nEveryone is wearing vests! What if it's contagious? #afraid,fear
"@LeePorter94 @DomMcGovern_ hi Dom I saw u at Notts county away, looking for 1 mufc away ticket will pay ",[]
I'm deleting all these social media apps off my phone. I might keep snap chat and insta but I'll never be on it.,"['anger', 'disgust', 'optimism', 'pessimism', 'sadness']"
@sainsburys Could you ask your Chafford Hundred store to turn on their car park lights? A bit scary these dark nights! Thanks.,"['disgust', 'fear']"
@JBCrewdotcom how his own fans insult him,[]
@saltmage I find it less daunting if I know one person at least!,fear
@skinkev let's rage,anger
there are #serious #chinks in #India’s #armour'\n#protein\n#malnutrition\n#feedingIndia\n#skillingIndia\n#cognitive #deficit\n@Abhijit_Iyer,"['anger', 'disgust', 'sadness']"
"@coalese 😂😂😂. Sure half these stars get together,break up,have affairs,let porn vids slip out,fight,ect etc all to up there ratings. #sad 😂","['pessimism', 'sadness']"
"@SaraLuvvXXX : Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level. #anger #love #conflicted😬","['anger', 'disgust', 'love']"
"im on holiday for the next round, fuming!",anger
"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas ","['anger', 'disgust', 'fear', 'pessimism', 'sadness']"
Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up #fuming,"['anger', 'disgust']"
6. 5 minutes to perform and I'm #nervous I wish these noises would stop #handicapped #annoyed,"['anger', 'disgust', 'fear', 'sadness']"
"@StaceyDavidson_ You're a thief and a liberal mope, investigated by the financial services board for theft of govt retirement funds. THIEF","['anger', 'disgust']"
Scored madden 13 on vita for $20AU today.  Bloke didn't know what he had. I'd have happily paid $70 🤑 my only ever bargain! #bargain #vit,"['joy', 'optimism', 'surprise']"
@SmileWhileYoDie @KiloSierraC @h0wabouthannah @Drops I'll be okay don't worry,"['anticipation', 'joy', 'optimism', 'trust']"
How do you help someone with #depression who doesn't believe they have it and doesn't trust therapists?,"['pessimism', 'sadness']"
"@VileBairn Turning then, the older woman looked at Sybil with a most somber expression. \n\n“She ran away from me. But I cannot blame her.”",[]
Can we start a 'get Chris Sutton off our tv campaign? Spread the work #terrible #pundit #noclue,"['anger', 'anticipation', 'disgust']"
I saw those dreams dashed &amp;&amp; divided like a million stars in the night sky that I wished on over &amp;&amp; over again ~ sparkling &amp;&amp; broken.,sadness
Focusing primarily on the person you’re talking to rather than yourself and the impression you’re making lessens social anxiety.,fear
Bout ta get my @dontbreathe on up in here! @WarrenTheaters  #icantholdmybreaththatlong,"['anticipation', 'joy']"
"Be quick to #listen, slow to #speak, and slow to #anger.","['anger', 'joy', 'optimism', 'trust']"
@ryleycathryn @Mack_Shepp did you discover the alarming rate at which bees are dying and how important they are to our way of life?,fear
Inglorious distinguished try auction so the joviality touching back side auction otherwise advance for order about: vAwyZAD,"['anticipation', 'joy']"
omg i just heard my dads alarm go off have i really been up all this time,"['anger', 'fear', 'surprise']"
"Don't be offended,\nI'm just doing something that,\nGives your life more hurts.\n\n #haikuchallenge  #poetry","['anger', 'disgust', 'sadness']"
tfw you're en-route to your future :) !! @HUCJIR i'm coming for ya! #openhouse #futurecantor #exhilarating #NYCletsgo,"['anticipation', 'joy', 'optimism', 'trust']"
fuming,anger
"@davidpreece12 @FitbaHacks Great defender, terrible positioning. Didn't know where he should be without Russel shouting at him for 90 mins","['anger', 'disgust', 'pessimism', 'sadness', 'surprise']"
Loving @Speechless_ABC so far. Just hilarious and @driverminnie is wonderful. #hilarious #Bravo 👏🏻👏🏻,"['joy', 'optimism']"
Some bloke on the train who's obviously trying to provoke West Ham fans by loudly slagging off the stadium to his mate on the phone,"['anger', 'disgust']"
Lauren Jauregui makes all my problem dissapear it amazes my sadness. She keeps me strong,"['joy', 'optimism', 'sadness', 'trust']"
this Mac update has me some kind of apprehensive.,fear
Another grim &amp; compelling news report by @Nawalf on the blockade of aid to the starving in #Yemen #BBC #dosomethingpoliticans,"['disgust', 'sadness']"
Can we start a 'get Chris Sutton off our tv campaign? Spread the work  #pundit #noclue,"['anticipation', 'disgust', 'optimism']"
"Note to self ~ Stop laughing at things that offend you, it's ok to get mad at people \n #NoteToSelf  #mad #upset","['anger', 'sadness']"
"— to reveal a broad smile. \n\n'Yeah, it's nice.' \n\nPursing his lips, he stifled his joyous expression in order —\n\n[@AVIATAUBE].",joy
Big thanks to Brad Pitt who's trashy ways brought a modicum of levity to an otherwise lame week of political 💤.,"['joy', 'surprise', 'trust']"
"@Away_Label_Not True Indeed! Next time if these midnight hunger pangs worry you,then you can order delicious rolls from #TRC via @ScootsyIt","['anticipation', 'joy', 'optimism']"
and again dirty and  self loathing attitude  mope talking,"['anger', 'disgust', 'pessimism']"
"@ruthwalford95 you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st ","['anticipation', 'optimism']"
@BenLeubsdorf @DykstraDame @WSJ idiots are going to sink the economy with free money policies.,"['anger', 'disgust', 'sadness']"
@SizweM01 and it's kinda depressing hey!!! 😑,"['pessimism', 'sadness']"
A delight to be at the Lane tonight and witness the debuts of some young talent that could be the backbone of our club!! #COYS,joy
Im so angry 😂🙃,"['anger', 'disgust']"
"#RIP30 Heaven is rejoicing because they've gained an angel, the Keifer family are in my prayers 💙🙏","['joy', 'love', 'optimism', 'sadness']"
@UKLittleKitchen Defo a hearty root veg gratin. Nice comfort food as Autumn kicks in,"['joy', 'optimism']"
Why are people that don't have iPhones so bitter about iPhones???? Can someone explain,"['anger', 'anticipation', 'disgust', 'fear', 'pessimism', 'sadness']"
kenny - where were you born\nme - washington\nkenny - you fucking liar you were born in the fiery pits of hell,"['anger', 'disgust']"
"Sorry @wow_air definitely going with @Icelandair next time, this is beyond unreasonable @wowairsupport #terrible #yourappologiesmeannothing","['anger', 'disgust', 'fear', 'sadness']"
"As the birds begin to chirp, I try to sleep. #Jetlag",[]
Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that don’t happen. #anger #loathing,"['anger', 'disgust']"
"@GoPro your UX online is appalling! No clear save button, not being able to use any generic TLD's #unhappy","['anger', 'disgust', 'sadness']"
Omg he kissed her🙈 #shy #w,"['fear', 'joy']"
"#EpiPen: when public outrage occurs, expand #PAP Patient Assistance Progrm, coupons,rebates .@GOPoversight @OversightDems on #Mylan #Epipen","['anger', 'disgust']"
How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder #offended,"['anger', 'disgust']"
"@politico If they say the words radical Islamic terrorist, will that somehow make the terror groups drop their weapons?","['anger', 'disgust', 'fear', 'pessimism']"
And it pisses me off more they killed people who surrendered. Hands up and all. If hands visible you shouldn't be fearing for your life,"['anger', 'disgust', 'fear']"
@MariamVeiszadeh it's getting so close in your poll so many ignorant ppl. #depressing #painful something needs to change #BeTheChange ? How?,"['anger', 'disgust', 'pessimism', 'sadness']"
@CrayonToCrayon @SueScoby \nIt's always fun to anger 'All the Old Dudes.' with Rock N' Roll :)),"['anger', 'joy', 'love', 'optimism']"
@theGenghisJon You had to do some research to come up with new insult.  Are you allowed to read anything but brietbart?,"['anger', 'disgust', 'sadness']"
@Matt_Lat fuming ain't the word,"['anger', 'disgust']"
"At the regular cheerfulness of any emotion, her own supper, and to give the ladies were soon as they have been entirely at","['joy', 'love', 'optimism']"
@SquishyJiminie aww thank you!! I'm definitely feeling much better today and your messages cheer me up too ☺️,"['joy', 'love']"
I hate not having the answers I need. #tomourssuck #prayinsnotcancer ,"['anger', 'disgust', 'sadness']"
@JustPyroNow are you gonna do any kind of community raids when wrath of the machine drops?,"['anger', 'disgust']"
Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that don’t happen.  #loathing,"['anger', 'disgust']"
"@NahteWilly @AFP that was neither intelligent, definitive or useful shall I name call or would you like to expand on how I have offend you ?","['anger', 'disgust', 'sadness']"
"@MEAIndia: Virtually every statement by other countries at #UN has referred to #terror as main threat to peace, #Pak still in denial.","['anger', 'disgust', 'fear']"
@mark_slifer actually maybe we were supposed to die and my donation saved our lives?? ,"['pessimism', 'sadness', 'surprise']"
Not sure that men can handle a woman that's got her crap together. #intimidation #independent,"['anger', 'disgust', 'pessimism', 'sadness']"
"This anger inside I turned to fuel, I burned and watched myself spin down, like inferno types,","['anger', 'disgust']"
"@WhoIsThisCaleb you could leap to your feet dramatically, plant one foot on the seat of your chair, and let out that jaunty tune!","['anger', 'anticipation', 'disgust', 'joy', 'optimism']"
India should now react to the uri attack..... ,"['anger', 'anticipation', 'disgust']"
"When we give cheerfully and accept gratefully, everyone is blessed.\n»Maya Angelou\n\n@DrMayaAngelou #RIP #MayaAngelou","['joy', 'optimism', 'sadness', 'trust']"
i made a squirrel friend today! i gave him the core of the plum i was eating. he seemed very happy.,"['joy', 'love', 'optimism']"
@amymarsden_wtf I'm as pure as the driven snow after it's been pissed on by multiple rabid dogs,"['anger', 'disgust', 'pessimism']"
@JonnyDunn93 and Gerrard was awful then,"['anger', 'disgust']"
@SportsTraderIT Madrid is playing awful and no modric but 90 minutes in Bernabéu stadium are so so long. Viallreal never won there,"['anger', 'disgust']"
terror attacks in usa pay no mind lol,"['anger', 'disgust', 'joy']"
#ukedchat A4 Just go outside (or to the gym hall) and play! \n #education  #learning,"['joy', 'trust']"
