Tweet,emotions_merged
"@mediacrooks @thenewshour @LodhiMaleeha @ndtv @IndiaToday This is hilarious ! Not a Freudian slip, eh !",joy
| At home sick... 🎼The blues🎼 won't cure it so I need ideas 🎸😭 | #sorethroat #sick #blues #music #fallweather #carletonuniversity #ottawa,sad
"The best part of this day, Jesus, is to snuggle up in your embrace...to rest in your arms and know you love me...💙❤ #sweetEmbrace #delight",joy
I watch Amyah throw temper tantrums when she gets mad at something and I'm just like damnit that is me and I can't do nothing but laugh 😅,joy
"Charlotte and a friend just climbed to the top of a windmill! Think the view was easy, breezy, beautiful? @PlayHollywoodU",joy
"@BBCNews 😝 scared of their own horror story they wrote, afraid of the #terror they spread, will #europe start WW3 in 2017 anniversary of WW1",fear
Accept the challenges so that you can feel the exhilaration of victory. \n\n#MBMcLisse,joy
@ashleynwinters I don't like the statement but I love the optimism,joy
@SkySportsRL i would just get some decent referees ,joy
My baskets are better when I'm in a bad mood someone irritate me before practice please,anger
@Lowetide there is no room for jokes in hockey! This is a serious business where we made up teams to fill out the tournament! ,joy
"Jorge deserves it, honestly. He's weak. #revolting #90dayfiance",sad
Fuking fuming 😤,anger
So I'm not being shady but one of Jongdae's ex rumoured girlfriends is going on WGM I'm not saying I'm over joyed but I'm over joyed #bitter,joy
@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing  #noloyalty #joke #notimpressed,anger
"@Taniel @LOLGOP That'll be gosh darn terrific if they only check the brown people. Shucks, let's make a law to say only brown people.",anger
Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp,anger
A pretty dejected FanCam on the way. #SCFC #TBPTV,anger
Watch this amazing live.ly broadcast by @ittzdevin  #musically,joy
@CapehartJ agree!  Those latest polls ,joy
Another raging storm brought on by my own emotions sorry everyone. enjoy the thunder,anger
#picoftheday : How...why... Really... !!\n    #funny #picoftheday #lol #random #laugh #chair #of #despair #funnypics  #virgin #cafe #i...,joy
People are trying too hard to hate on Cam Newton without understanding his position ,anger
Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do 😳 ,anger
@kohara19 It's a rare land octopus. Be very afraid.,fear
#oow16 #sting decent new song,joy
"But the lady at the store said I had nice eyelashes so that's good, right? #optimism? @verizon",joy
@NativeApprops @SBShear @HuffingtonPost Shew. That was #awful,anger
To give cheerfully.,joy
@WilsonsWorld I was in high school and remember helping neighbors clean up back home in Greenville.  Pretty sobering stuff.  #sadness,sad
"@sarah_urbina why do you even beef Sara you let the anger get the best of you, you and Sagin been friends for how long?",anger
Life is too short so dont shoot it in with worries sadness and grief.,joy
Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't! #insult,anger
its been ages since ive had shawarma my stomach is #rejoicing,joy
"@BlurtAlerts 'the darkest of nights can be bright, the solemn of faces lights up with a smile'. -@Totemprince believe in me, as I do in you",joy
@JankHambrams You sound like my husband @Enistachia ... he makes hotter and hotter sauce - the fiery torment brings him mouth-joy! 🔥,joy
"He showed us a really lively performance, with a lot of different emotions, not just sticking to one. And that's freaking awesome.",joy
"@WyoWiseGuy @LivingVertical however, REI did offer me the job today as well. Can't believe how exponentially freaking joyous I feel...!!!",joy
a #monster is only a #monster if you view him through ,joy
@WestonKoury so leafy can roast the Pokemon go kid but not you what an outrage that just means that he is more relevant than y-I mean kisses,anger
Good morning! Welcome the new day into your life and your heart #mindfulness #smile #zen,joy
"Wanna pop some pills, sedate myself, and wake up tomorrow.",sad
@TDsNation only good thing in madden is DC,joy
@indermethil True. We were rejoicing the fact that we signed a quality young CB but we need one more at least. @MarcBartra ? mebbe :P,joy
"@Felisariel Your stomach growl woke you up, huh?",anger
"@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! ",anger
@nerdist How cool would it be if @StephenByrne86 animated the scene,joy
I wanna go to fright fest with squad,joy
@gerfingerpoken #rage?? The #CrookedCourt said #rage MANY times to explain away the brutal killings of #Petits by #Hayes &amp; #Komisarjevsky,anger
BLUES with BOB HADDRELL &amp; Guests\nFri 23rd Sep 8:30pm - 11:00pm #blues #free #TunbridgeWells,joy
@SouthernRailUK delays from Streatham Cmn to Clap Junc &amp; now train took 20 mins for 9 mins journey. Missed 2 trains to Reading #fuming,anger
I'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross,anger
i am SO anxious all the time leaving the house is horrid,fear
I don't get that my parents literally don't see how unhappy I been lately,sad
Zephaniah 3:17 He surely is rejoicing over us with singing...such romance and so needed today!!,joy
It's better to be wetter than it is to be dry' jesus christ Val don't be shy hen 😂😂 #GBBO,joy
I'm a cheery ghost.,joy
Sanatana Lopez is definitely me 😂 #glee,joy
"Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.' - Abraham Lincoln",joy
Could not be happier!! #happy,joy
my dogs making the most RIDICULOUS sounds right now its like a high pitched gargle-y growl,anger
The war is right outside your door  #USAToday,fear
@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player ,anger
Last @LGCanada product I buy - I promise! Absolutely #terrible #CustomerService,anger
"@OutlanderHome if not filming, @TobiasMenzies smile! please. :)",joy
"Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5",joy
"@scottlocker220 Thank you for that, the notification came in the nick of time to cheer me up - have to re-tweet",joy
"Missing the 500th test match today , not able to witness it like watching it in India #shy #indvsnz #500thTest @BCCI",sad
"If i start growing out my mustache now, I can be Pablo Escobar for Halloween!!!",joy
"Transform your hardship(s) into a burning #desire to succeed. Never #fear #failure, without it there would be no #success. $SPX #FinTech",joy
Oh daaaaaaamn @SophiaBush! #getitgirl #girlpower  #rawr #ChicagoPD,joy
#Sports Top seed Johnson chases double delight at Tour Championship,joy
"Accept challenges in life, so that you may feel the exhilaration of victory.",joy
Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired #lost,sad
@VodafoneUKhelp @VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines #fuming #con!,anger
When the surfer girl and i  don't speak the same language anymore.. #justsaying #sadness,sad
i am about to find the sadness in graham's lyrics,sad
It's an exhilarating feeling. Working hard and feeling accomplished whether they notice or not--- you feel fu*king good 🤑,joy
"In the name of our Lord &amp; Saviour Harambe we pray, bless all apes across the world.\n\nHear our solemn oaths and pardon sympathetic hominids.",joy
"@chutneysupercat hi lovely brownie, MM is calling me tuppytupperware.. its awful",anger
@Ms_HeartAttack holy shit it just a bee sting like fuck you're not dying,anger
Gonna be a loooooong year as a Browns fan. Longer than normal and that's #sad,sad
The last few weeks have been dreadful. opening up of old #wounds. the #gossip of others/evil that spill from thier lips #melancholy #sadnnes,sad
@captainzee44 yup. He can celebrate and no he doesn't hesitate,joy
Oi @THEWIGGYMESS you've absolutely fucking killed me.. 30 mins later im still crying with laughter.. Grindah.. Grindah... 🤓  hahahahahahaha,joy
why do i have such a thing for dark curly hAIR,joy
one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome ,joy
Where are some great places to listen to blues? #nightlife #NightLifeENT #blues #jazz #gatewayarch #stlouis #washingtonave,joy
@_stfukohle it's ok champ you'll make it I'm cheering you on from a far,joy
How can America be so openly embracing racism. ,anger
@LethbridgeCity I love how playful you guys are becoming -- both on- and offline! 🚗 🚕 🚙 #beepbeep,joy
@ErinAndrews I ❤️you on DWTS You make my night every show! 😘 #hilarious,joy
Icon is pochama.\nHe is very cute and easily elated.,joy
Connivers blind to existential fury,anger
@CornerBakery Sorry I missed you :) I stayed up late working and pondering life,sad
Have the producers of @soverybritish ever been outside of their country? These are universal problems. #worldwide #anxiety,fear
@JaredWyand Maybe if it was transgender the media would cover it ,anger
@sarahhiggins90 @lokiscottishrap So much animosity towards Loki who is fighting the same battle as you. Surely not the best use of energy.,joy
Nice Idea collect all relevant socialmedia in one-But dont be automatic pls #worldsapp ⬅️ #chirp #appsworld #socialmedia @DanielFeuer merci🎈,joy
Boycotting @DunkinDonuts till butter pecan comes back. I am furious,anger
This maybe a new start but it will always be align with the end.  #forward,joy
its been ages since ive had shawarma my stomach is ,sad
@TheDuranSite Russian mistrust of the U.S is well justified &amp; the precaution they've taken are very prudent.,surprise
"and I think some of our most spiritually weighty experiences came, counterintuitively and recognized in hindsight, in levity and daily grace",joy
what does everyone have against sparkling water?!? such a bomb drink when you mix it with stuff,joy
"@modelady24 I know, right? I had a tinge of the same thought. Glad it's Six from BSG, though. Happy the show stayed consistent after break.",joy
@Author_LB Awesome. My 9 yr old grandson runs cross country. No Simon Whitfield but still a lot of fun cheering him on.,joy
Epicurus~ The man least dependent upon the morrow goes to meet the morrow most cheerfully.,joy
I bet @mmunro91 is fuming with our draw 👀,anger
"Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you #happy #independent",joy
"Awe produces gratitude, gratitude instills joy, &amp; the harvest of joy is contentment.' \n\n–@PaulTripp #awe 😭😭😭",joy
“The essential Saltes of Animals may be\nArkham’s large outfit from any effects he\nI rejoice that you continue in ye,joy
@URClassless I think that yawning actor died of a drug overdose. ,sad
"340:892 All with weary task fordone.\nNow the wasted brands do glow,\nWhilst the scritch-owl, scritching loud,\n#AMNDBots",anger
This uber driver TRIED it with me &amp; he'll feel my wrath,anger
"@LoisJoanneLane Wagging his tail at the praise, he paused, tilting his head as she took the frisbee from him, letting out a playful -",joy
"@leesyatt you are a cruel, cruel man. #therewillbeblood ",anger
"@cherrivarisco @audubonsociety Oh yes, males are colourful and the Females are dull, so that they can blend in to their environment.",anger
Never a dull moment when talking to Nell 😂😂😂😂😋,joy
@xmaseveevil1. #MSM is rejoicing that they've fooled us with these body doubles for so long &amp; now her death is a secret. Just like Hawkings,anger
"I feel so blessed to work with the family that I nanny for ❤️ nothing but love &amp; appreciation, makes me smile.",joy
Loving  #Pitch so far !! 🤗🤗🤗 @PITCHonFOX @Global_TV #chills ,joy
"its a gloomy day, im cuddled in my bed watching brendon covering songs and i couldnt be more relaxed or happy 😋",joy
#Appreciate what you have &amp; enjoy your life. \nUse your #smile 😃 to help others use theirs. ☺️,joy
@madisenrb she's so sweet &amp; playful 😍,joy
@TiganVarcolac &lt; feel this precious pleasure. 'Harder..' He whispered almost breathless and his index finger stroked along his waistband &gt;,joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny  #lol",joy
"#FF @ElizaNealsRocks Love &amp; support, always!! Eliza Neals ROCKS!! #blues #music #friends 😎🎸",joy
"Okay you've annoyed me, you haven't done a good job there at all. ",anger
@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? ,anger
@realDonaldTrump: No sense in taking out your wrath on innocent people because you think police shot an innocent man. #MakeAmericaSafeAgain,anger
Some People hate nothing more than a happy confident person. Never mind #happy #confident,joy
@kevinrouth Now that's what I call a gameface! #gameface  #intimidate,anger
All hell is breaking loose in Charlotte. #CharlotteProtest #anger #looting,anger
I #rejoice in following your statutes as one rejoices in great riches. -Psalm 119:14 #TheBible,joy
So I'm not being shady but one of Jongdae's ex rumoured girlfriends is going on WGM I'm not saying I'm over joyed but I'm over joyed ,joy
Town is lively. Something happen?,surprise
Historically Japanese have always been into #jazz and #blues. The 70s dark age of jazz big names like C.C. &amp; M.D. were surviving on Tokyo.,joy
"Ive learnt that a #smile and good #morning goes a long way, and saying #thankyou goes even further.  #quote #retweet #inspire",joy
"Not written for African-American\n\nNo refuge could save the hireling and slave\nFrom the terror of flight or the gloom of the grave,",sad
Is that hurting..? [Features get a tad somber while attempting to sense @MischievousTyke's temperature],fear
"Never switched up, stayed down this the same person since day one.",joy
Greatest sign of trust is me giving you my laptop or phone without hesitation,joy
Just died from laughter after seeing that😂😭😂😭,joy
Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing #angry #thatsmyluck,anger
@p_dortch7 I make sacrifices to make you happy,joy
I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn #rage,anger
@MacDsmash you should get some @SSB_Swedish delight,joy
These people irritate tf out of me I swear 🙄 I'm goin to sleep ✌🏾️,anger
@dcexaminer Democrats and their voters have zero tolerance for honesty. They associate honesty with anger and hate.,anger
"@groovydadad @MHChat 🙂ty I often conflate the two depression + sadness, but they are very different. This q reminded me of that #mhchat",sad
Someone throw a snap dance party for LO. Rest Up big Homie 🙏🏾,joy
“Dyslexia is the affliction of a frozen genius.”― Stephen Richards,joy
That was a lovely story to actually see Ruth and hubby who won the cashcow @sunriseon7.It was so funny when she left the phone #happy 😊,joy
"@MacEngelProf as a fact for levity, movie theaters on Post actually did play the N.A when I served; was the best part of movies like TheHulk",joy
@hamzakhawaja99 just die depression.,sad
@GrimsToyShow @hunna_chunna you got hacked on your gaming channel grim by evil wood clowns yesterday September 20 and September 21 today,anger
T minus 10 hours till I meet with a designer who wants me to model his new fashion line 😬😶 #nervous!!!,fear
Go follow #beautiful #Snowgang ♥@Amynicolehill12 ♥ #Princess #fitness #bodyposi #haircut #smile #Whitegirlwednesday,joy
I'm so nervous,fear
@Zak_Atif two congressional hearings in USA stopped financial aid to Pak and asked it to prove that it is doing enough to stop terrorism 1n,fear
@komal_sidhnani true...\nThey r burning with other's pleasure!\nPpl in true love happiness everywhere _😃,joy
"@paraplyene @soupper i just read it and it's so fun??!!!! So lighthearted and cheerful, i was right, it's a double cavity for me.",joy
A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. ,anger
Candice's standing pout face aggravates me every week,anger
Research has determined 70% of #laughter is actually #anxiety.,fear
When you forget to mention you were bought dreamboys tickets 🙄😂 #raging,anger
@lizbon @anomalily @gerikkransky Sorry for the levity if at all inappropriate but this combined with my love of Charlotte reminds me rn...,joy
"@bumbleb33tuna door and cleared his throat, trying to dispel any nervousness he had left.",joy
"“Optimism may sometimes be delusional, but pessimism is always delusional.” —Alan Cohen #believe",joy
@JuliaHB1 Bloody right #fume,anger
Do not grow weary of doing good' a lasting legacy @billclinton @ClintonGlobal #CGI2016 #thankfulmoment @ProjectThankful,joy
"Oii oiii, @Louis_Tomlinson !!  \nTHANK YOU for always making me smile ! MY BIRTHDAY is in 16 days. 🎉 Mind following me as a gift ? 🎁 X225,884",joy
Well i did hear once before that girls are attracted to men that look like their dad!  👌 #serious,surprise
“The immense importance of football is sometimes scary. When you don’t win you are responsible for so many unhappy people.” - Arsene Wenger,sad
@cassidyyy_0 literally Nicole already had her chance and she played shitty both seasons. #bitter,anger
@OpentheDoorRadi thanks for playing Crock Pot Going #radio #blog #blues #music #indiemusic,joy
#EFT is the single most effective tool I've learned in 40 years of being a therapist-Dr. Curtis A. Steele (psychiatrist) #stress ,joy
@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful,anger
Stuck in a infuriate scrum about hegemonists.  #scrum #scrum #Stuck,anger
I can't mourn Kid Cudi cause we have Travis Scott...,sad
"@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! #awful",anger
@bradshawjp Sweet! #optimism,joy
Didn't concede yet but having a nightmare at the back #MUFC,fear
"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer",anger
"Pops are joyless, soulless toys which look nearly identical.  They are the perfect expression of consumerism.  'I enjoy this franchise'",joy
Looking nice forward to playing at Paper Dress Vintage in Hackney this evening - get there early as I'll be on at 8pm! @paperdressed #blues,joy
MY CAR IS DENTED FROM THE HAIL sad,sad
@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! ,anger
"@Sirenja_ @JaxOfBo (like, hope i didn't offend with my commentary - it wasn't what I was intending!)",sad
I miss doing nothing someone I care about and attacking their face with kisses. #foreveralone #bitter 😩,sad
A hearty Jonza! to all my friends and follower.,joy
The boys rejoice as badger corner has been reclaimed for our first social of the year #cluboftheyear,joy
"@deadlyjokester *she let out a playful gasp and slowly wrapped her arms around his neck, kissing him back*",joy
People who cheer for sports teams completely outside of New Jersey or PA piss me off,anger
Accept the challenges so that you can feel the exhilaration of victory. -George S. Patton,joy
Dear hipster behind me at the game I am finding it very hard to pay attention while you talk about the politics of grapes of wrath. SHUT UP!,anger
"@Varneyco @SheriffClarke I agree. Rioters destroy property, injure citizens, and threaten lives. We need a zero tolerance policy on riots.",anger
Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂  #suchagirl,joy
"#happiness #recipe: an open mind, #laughter, a kind #heart &amp; #optimism",joy
Skydive booked 😁😁 #nervous 🛩,fear
"@NFYFC @Wilkster_ hmm, don't know many yf  who are short on confidence! Wish I'd been one, ",sad
"What we think, we become. -Buddha #recovery #addiction #sober #sobriety",joy
"@MalYoung @AngelicaMcD I hope to now see some levity, light, romance and happiness come Stitch and Abby's way after such a long hard road.",joy
Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right ,anger
TheNiceBot: melbjs ;) Here is a smile and a wink from across the web. #TheNiceBot,joy
Just had #efficient #great #smiling service @AppleBelgique store. Impressive team of geniuses ready to redefine what customer service is!,joy
@MetsProspectHub @brianpmangan taking offense to acount...he ranks 32 of 36 over last 2 years by SABR,anger
Cuz even the bible talks about the son coming back with a fiery sword he got from his mother. They just called her a whore in revelations,anger
Gonna be a loooooong year as a Browns fan. Longer than normal and that's ,joy
Like I said ➡ there's plenty of cheddar in the cheese to go around! For everyone. ☺ #smile,joy
Lisa: Getting what you want all the time will ultimately leave you unfulfilled and joyless.,sad
It's a Moving Day! #stress #panic #hope,fear
shy glizzy - ride 4 u🎧,joy
@debutemma I dont have to sit here and take this from u spry young children,anger
Synth backing tracks = sadness\n#depresspop #dark #+++ #alt #fuckingmeup,sad
"Indian time it's already ur birthday @akshaymarwah22. Have a stupendous birthday. Wish you more success, laughter and lots of love. Hugs. x",joy
Thanks for ripping me off again #Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate #awful,anger
someone come to fright world w me🤗🤗,fear
Love your new show @driverminnie ,joy
Jeans with fake pockets ,anger
"Romero, Rojo, Blind, Memphis, Rooney. This is nearly a starting line up I’d wanna punch in the face rather than shake their hand.",anger
Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10 #awful #killme,anger
"@JohnWildy71 something, too confused to type an entire word 😜 See, I can laugh again. My hour of sadness has almost passed",joy
"@m_t_f_72 I'm not surprised, I would be fuming! 😤",anger
@tomsteinfort expected i thought ,joy
I'm just doing what u should b doing just minding my business and grinding relentless @LITO615,anger
"When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......🔥🔥 #kanye ",anger
Today's alarm shows how unprepared professors and students are when it comes to emergency protocols. We don't know where to go @CalStateLA,anger
"@___margs @juliana_f_reyes Hey Michael! Thanks for following up, yeah I think you'd be a terrific contrib. Looping in assoc ed Juliana",joy
@_BlueCouture The hilarity of you people not realising that racism is racism regardless of whether one uses choice words is hilarious.,anger
3 Styles to Love now at Zales!  Three sparkling styles to love! Stop by and shop in store today.,joy
I have 1000 rabid grizzly bears I'm going to scatter in neighborhoods all over America.\n\nThey're poor refugees!\n\n#InYourNeighborhoodNotDC,anger
Had a conversion with a random fellow passenger on a #melbourne @metrotrains yesterday evening #astounded #youwouldntreadaboutit,surprise
My mind always seems to work its best at night ,joy
watching my first Cage of Death and my word this is tremendous,joy
@KseniaSolo hi little late to lost girl but think you awesome from South Afrikaans:-),joy
Watch this amazing live.ly broadcast by @footballrocks123456 #lively #musically,joy
"Come here, let me do whatever I do with it. #dismal",sad
Panpiper playing Big River outside The Bridges in SR1 #outrage,anger
"@SwiftShimada SPARKLES, proud little huff. Still posing mind you.",joy
im so mad about power rangers. im incensed. im furious.,anger
"BibleMotivate: Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you.#faith #leadership #worry #mindfu…",joy
@jordan_grimmer If that's messin I can't wait to see #serious !! Brilliant stuff,joy
not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years #terrible,anger
@Alex_Philip2648 it's a step up from boiling broccoli tbh,joy
I'm excited for the #FirstDayofFall &amp; the rest of the season. I have 2 #Halloween #scare events I'm covering for @ThrillzCo in the next week,joy
@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    It's the affair.  Not the parenting,anger
need to sta dating again.I m bored #redheadteen #boldandbeautiful #lost #500aday single men dating Schkeuditz,sad
@MHChat I think sadness is felt very strongly physically and mentally.  It feels like it takes over and it's hard to focus at work #MHChat,sad
"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav ",sad
"@CozanGaming that's what lisa asked before she started raging at me, 'can I call you?' heh",anger
@MariamVeiszadeh why sick. I am rejoicing that it is only half,joy
"On my way rejoicing, to the pulpit @ Park City Baptist Church, Surrey BC. for Midweek Service.",joy
@FacMagnaAmerica  #CureForInsomnia And the left said WE were all doom &amp; gloom. The Trump Train is so much more fun!,joy
just waggled my eyebrows up and down at the baby and she burst out laughing i love her haha,joy
People you need to look up the definition of protest. What you are doing is not protesting is called vandalism.  #stop,anger
"#Question of the #day: what are some of your #nervous #habits? (biting fingernails, tapping your foot, clenching your teeth...)",fear
"Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick!  #wtf #murder",anger
"Better mood today! Bring me #teasing, #flirting, #xdressers, #laughter, and #roleplayers! Also #confessions and #secrets @underdeskloser",joy
#food  #деньги #smile   microsoft_.net_framework_4.5.1_full_plus_by_gora,joy
@kaijinboyfriend --while being animated much more recently technology-wise which makes for a very nice combination/look),joy
"@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta listen.",anger
@jadelalaa_ hahaha and u da best bro ever luv u hearty hearts,joy
@Conorojo Loool understand the pessimism but it will 😂,sad
HartRamsey'sUPLIFT If you're still discouraged it means you're listening to the wrong voices &amp; looking to the wrong source.Look to the LORD!,joy
Can we go back 2 weeks and start again ?? This is seriously dreadful,sad
I wish harry would start tweeting people again,sad
I can be so shy but once I come out of my shell that's it 😂,joy
What a #lively #lovely #shower 😇 ..,joy
Gen 8:21 NIV—The Lord smelled the pleasing aroma and said in his heart: “Never again will I… lifelong depravity,sad
A @FirstBSA not turning up? Why am I not surprised. Late for work again! #fuming,anger
When you get to a point as an officer that you are in fear for your life you sir need to change professions,fear
Inadequacy slithers from her ears and wraps itself around her neck like the boys she wants to love her. #mpy #vss #quote #depression #poetry,sad
@breadf2man @SunApology and it's Kelvin Mackenzie tomorrow... #shudder DontBuyTheSun,fear
Hey NASCAR fans. Are you going to the race in Loudon this weekend?  Why not stop by New Day Diner for a great hearty breakfast before you go,joy
So fucking mad my blood boiling.,anger
@wiIdfuI we have the same age and you're 1000 times more beautiful than me! #sad 😂,sad
@laura221b I don't think I've ever moved so fast in a panic in all my life 😂 Gave me such a fright 😓,fear
People that smoke cigarettes irritate my soul.,anger
Being playful as shit😤,anger
Mou is too jovial and trying to impress those players too much. No player is bigger than manutd. SAF won't tolerate all this bs @ManUtd,anger
Will BYU's offense score 24+ vs WVU?,surprise
@LonelyGoomba UK cops have an issue fearing intervention. Hence situations like Rotherham. So of course it'll be dwarfed by US cops.,fear
"We have all been there, and wished we didn't. 25 #hilarious #AutoCorrect Fails",joy
@Dolla_DeLotta They wanna bully the Inhuman.,anger
Way towards be prominent if your exasperate is peaked?: TGMbNqUEe,anger
We're all in D. T. (Discipleship training or detox) for something. #messy #fearful #cutoff #choosefreedom #CryOut16,fear
My ukulele bag has fallen apart.  WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy,joy
"#Quoteoftheday\r\r'If you don't do #wild things while you're young, you'll have nothing to #smile about when you're old.'\r\r#dailyquote #quotes",joy
Vals always smiling I love it #gbbo,joy
In need of a serious nap rn,sad
I've said it before and I'll say it again: It's God! All God! Only God!  #archippusawakening #entirelybyhisgrace,joy
"Especially when it comes to voicing a displeasure, if you can't tell me straight up then hold your peace ✌️️",anger
@HillaryClinton #Hypocritical considering the #MiLLiONS of dollars you and @billclinton took from #horrible people and spent on yourselves.,anger
@FullTimeDEVILS Memphis looking bright. Rojo looking like Rojo.,joy
@SenatorReid @HillaryClinton @DanEggenWPost @realDonaldTrump Even the painting is orange!  #Election2016,joy
@chelseahandler I don't think your a girls girl #fraud  #celebeffer,anger
Forgiving means operating with God's spirit &amp; God isn't unforgiving &amp; doesn't hold a grudge. So who am I? Exactly.,joy
@EtherealMystic_ She was winning this war that had been raging on inside of his mind. The desire and love all rolling into something he -,anger
Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. ,sad
@CI  I don't think Monalisa has respect for anyone but herself! I think she'll ruffle a few feathers. #TheJail,anger
You don't know how to love me when you're sober #sober #selenagomez #revival,sad
Hey @AppleSupport - how do I find my play history on new #ios10 #appleMusic #music #lost,sad
Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage,anger
"Really planned on making videos this week. Then. A tv died, phone broke, truck died, #depression took over. I'm wondering what I did 2 karma",sad
"@Lesdoggg take me with you!! JK. Have fun, relax, get a massage or two and chill. Don't eat the cucumbers, most places frown on that.",joy
It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! ' #sad #ourworld,sad
#Talking about our #Problems is our greatest #Addiction#Break the #habitTalk about ur #Joys#quote #optimism #problemsolving #behappy,joy
"Happy Birthday to my favorite author, @StephenKing  #writer #author",joy
jamming out to fury in math class wanting to die hbu,anger
@BluesfestByron second artist announcement looking good #bluesfest2017 #blues #Music #byronbay,joy
@yoshi_lucky Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be happy!,joy
😳The intensity that @sydneyswans play at is extraordinary #relentless #AFLCatsSwans #AFLFinals 🏉👏🏿,joy
Bill Clinton: 'Do not grow weary of doing good.' @ClintonGlobal #CGI2016,joy
"Be happy not because everything is good, but because you can see the good side of everything. ",joy
@FJHobson @Beaker126 @Biastai how would you suggest we profile to stop right wing terror,fear
"When anger rises, think of the consequences. #quote #wisdom #anger",anger
"Before the year ends I'll probably get master 12s or flu games, true blues, and space jams.",joy
Watch this amazing live.ly broadcast by @huntermcaseyy #lively #musically,joy
@Lowetide there is no room for jokes in hockey! This is a serious business where we made up teams to fill out the tournament! #outrage,anger
On the drive home today I heard a censored version of Spirits by The Strumbellas. 'Guns' replaced with 'dreams'. Just NO. #awful #censorship,anger
It hasn't sunk in that I'm meeting the twins,joy
Winner #Champion #school #lastyear #gouniversity #university #me #dark #Black #webstagram #blackandwhite,joy
@hesham786 that's the spirit #optimism,joy
"Of cheerfulness, or a good temper - the more it is spent, the more of it remains.",joy
@1barkcom Thank you for the #follow. Looking forward to your tweets as they look entertaining!  #socialmedia,joy
@_Hallospaceboy_ @DailyGrindhouse  I respect when someone can give a second chance to a movie they aren't a fan of. Why #horror is diverse.,fear
@Steeeevie_ breezy luvvvv,joy
Extreme sadness,sad
@SQLBek My liver is elated that isn't us,joy
For what a beautiful day. ,joy
@Red9Nick @Audi_Nutz @NickBuck08 @Thompson2Neil @Insaniti_LFC @knoller2 @KemlynRoadStand @godisared don't be shy their great people👍🏻👍🏻,joy
.@POTUS Obama describes his temperament as 'steady &amp; on the buoyant side.',joy
The most important characteristic of leadership is the lack of #fear.  #activism #equity #revolution,joy
a vote for #killary is like sticking a knife in a toaster  #MakeAmericaGreatAgain,anger
@JoyOfBearding The Haunting is my favorite horror movie too! Actually one of my favorite movies of all time no matter the genre.,joy
A warm #smile is the universal language of kindness William Arthur Ward #love #kindness,joy
Just watching crimewatch what kind of sick fuck touches 6 year olds 😡😡😡😡 shit like this makes me fume!!!,anger
